GaAs,GaSb,InSb,InAs,Eg_GaAs,Eg_GaAs3Sb1,Eg_GaAs2Sb2,Eg_GaAs1Sb3,Eg_GaSb,Eg_In1Ga3Sb,Eg_In2Ga2Sb,Eg_In3Ga1Sb,Eg_InSb,Eg_InAs1Sb3,Eg_InAs2Sb2,Eg_InAs3Sb1,Eg_InAs,Eg_In3Ga1As,Eg_In2Ga2As,Eg_In1Ga3As,meff_GaAs,meff_GaSb,meff_InSb,meff_InAs,loss
1540,446,0,496,1.5190234184785483,0.9445975180328786,0.8125202378743682,0.8146350379061034,0.811561563939664,0.39337130179767676,0.2885387296459335,0.27105537569222293,0.23527218694419716,0.22696610952412094,0.21732543352220002,0.2741057269420804,0.41740807327763246,0.5855686210748337,0.7173039169904353,1.0219389835220116,0.15643801006471683,0.13234388155080912,0.08791194912302318,0.09923156546225714,0.8099507212575862
1639,0,560,724,1.5171494098939309,0.9696109810603322,0.8896934766321981,0.862219524931421,0.8134110754414716,0.48102593378906416,0.32871633665709565,0.2788714300411335,0.23529958568828038,0.17394197870531372,0.12892308940420152,0.20587897792636192,0.4188771623671824,0.6019321506711829,0.7269920245482546,1.0326595363644249,0.15955136309984266,0.12989048762491634,0.09186219912741299,0.10300410653895223,0.5031248255281304
2191,0,295,333,1.5190364994465948,0.6960141006891845,0.7366148623969225,0.7998584428783599,0.8134110754414716,0.47170942762258034,0.33149487603376654,0.2857089888176041,0.2346764729525696,0.1923807307477867,0.16591685744977022,0.2579560102922405,0.41712096070229454,0.5046517871499193,0.5622285496677519,0.9039205008759942,0.18852930260343473,0.12989048762491634,0.08961625040554891,0.09716770615305417,0.6940668568424195
1253,503,478,1037,1.5211465323554438,1.0222722533414135,0.8108533424797616,0.8023970793394388,0.8142023484619789,0.43313096195170075,0.30943314148365814,0.2864457490756632,0.23397151001107655,0.18699978911309786,0.1372757514799723,0.16153186932452834,0.4181352627441769,0.629043703738645,0.7808377085294889,1.0821358420562066,0.14931165158614276,0.13299657595595127,0.09104834417471953,0.11030161005123372,0.590102710522704
653,0,0,0,1.518851572612944,1.1700530339863866,0.922707524346043,0.8634236369500944,0.8134110754414716,0.4560193571998372,0.3254853643688973,0.28555002969315674,0.23527218694419716,0.2098861024791403,0.19614324856511717,0.2898626045027569,0.4176501571014782,0.6017376749620839,0.776304301636061,1.0678351366177012,0.1406861269011718,0.12989048762491634,0.08791194912302318,0.09410003409211609,0.6321346650406017
653,564,575,726,1.518851572612944,1.0545502995285423,0.7307562576783884,0.7337830356182076,0.8099530145052349,0.4319523482204204,0.308054510823663,0.2869780468543009,0.23368835648763017,0.17003208364552483,0.12378993838885184,0.20187622902209365,0.41683300659914757,0.6165819170475482,0.7953530625629329,1.0921828047690354,0.1406861269011718,0.1332901006813889,0.0919455700158471,0.10296138725711869,0.5015595050836623
653,875,633,1362,1.518851572612944,0.9590838368022254,0.5840400954673965,0.6284538727065535,0.8107277872381273,0.39342802329623966,0.2840584249451433,0.2833066753089811,0.23563120904266993,0.15952628761439877,0.06873421727942285,0.03949915701094315,0.41476308426944525,0.5933407591329561,0.765403155767128,1.078378702599739,0.1406861269011718,0.13718968493321346,0.0926435768285299,0.12177640336686471,1.1679637959896902
1202,326,796,546,1.5200914331917301,1.0654686216631866,0.8648111013989415,0.8356994370071767,0.8115268960339594,0.4688884897320223,0.3226706349084035,0.28480695911597576,0.23695796358001114,0.1126932959708576,0.047812751944180575,0.17247198923835483,0.41482199737223224,0.6036637973711261,0.7620256563961516,1.0593108972050351,0.14824478364474916,0.13144714133089266,0.09470706980953546,0.09985732418849727,0.8929790294474992
1732,353,415,836,1.5199432563713924,0.8826429720618922,0.8084588616506574,0.8226260014598948,0.8099556199072807,0.4446701455103704,0.3161879154328188,0.2876678028365374,0.23622732687477443,0.19613806328884925,0.15950720825736628,0.2062143748841482,0.4163608646418978,0.6062180080797265,0.7248600937211378,1.034793539800017,0.1631508505173158,0.13153567785323667,0.09059687605317895,0.10517819822543044,0.55181802254211
2191,0,722,817,1.5190364994465948,0.6960141006891845,0.7366148623969225,0.7998584428783599,0.8134110754414716,0.483622185323089,0.3232636091280042,0.270856839547601,0.23649991935568063,0.14881144039576902,0.0894747068392429,0.16664217519552094,0.41913635668435467,0.5777152871996073,0.6468328626996316,0.9851801416755593,0.18852930260343473,0.12989048762491634,0.09372258336686175,0.10488272117739908,0.7837698592686688
1355,0,432,0,1.5167930358985569,1.067990757151465,0.9283383860077353,0.8775541343542808,0.8134110754414716,0.4775683828105664,0.331381061586545,0.2838894929968198,0.2358916266066671,0.13961225554488885,0.0866765284898048,0.22772520634805743,0.4176501571014782,0.557044605284001,0.6914739615509292,0.9898226595986411,0.15136543720075177,0.12989048762491634,0.09072556990384735,0.09410003409211609,0.6592156970757475
653,681,446,270,1.518851572612944,1.022356572934962,0.6795985327064072,0.6982698424842572,0.8136723470242351,0.40455812975045546,0.2935029816280633,0.2827385982758056,0.23631028430017473,0.16457895096174618,0.12139429127846262,0.23744855964048853,0.41764467131290517,0.6122130320393095,0.7892495472517629,1.0812003246667956,0.1406861269011718,0.1347902579627938,0.09086259273250165,0.09649808834711025,0.5391341779208605
1152,456,262,0,1.517641184630505,1.0490855336479534,0.8227425652747704,0.8056824961730299,0.8103655446480853,0.4180233769458691,0.30257623510506576,0.28163696230959234,0.23559478684372254,0.1723787980448233,0.1350860331284808,0.25691913534204475,0.4176501571014782,0.573575115996826,0.7227248717600525,1.0174411834226547,0.14720713191083687,0.13235238215670025,0.08942519552299197,0.09410003409211609,0.5069986040466592
993,628,382,553,1.518235904719623,1.0322777146276743,0.7533741956622046,0.7558251605718598,0.8132395712563342,0.4072827562720242,0.2958123408919904,0.2815842334963458,0.23430001024124839,0.19227141239032478,0.16270470249657049,0.24170596091661534,0.4182032221712009,0.6133821450157327,0.7789625711690717,1.0734276430608498,0.1446487435164828,0.13413954432581066,0.09025058173664194,0.10008741167453145,0.5168239367006415
653,0,354,981,1.518851572612944,1.1700530339863866,0.922707524346043,0.8634236369500944,0.8134110754414716,0.4744290970570406,0.3318248952803535,0.28517513301943864,0.2352729086193772,0.19986826264023536,0.1630241681883253,0.1836524063341249,0.41722577272996586,0.6119755118431711,0.7879505323533865,1.091223275835387,0.1406861269011718,0.12989048762491634,0.09007365774716673,0.10871733748915981,0.5568632444834597
653,284,363,475,1.518851572612944,1.12141159291318,0.8386612992010866,0.8075583296655441,0.8118003782486827,0.44859704486578095,0.3180294257349451,0.2853896833069611,0.23307672955485303,0.18972454889943596,0.16102755093900972,0.245444281889367,0.41684923253413897,0.6158677013821591,0.7940280000137503,1.0880893650058758,0.1406861269011718,0.1311900529373639,0.09005334414644113,0.09892144269790998,0.44240965190933285
1462,0,480,1176,1.5174431686870553,1.0360826055203893,0.9166111270201576,0.8732346449928349,0.8134110754414716,0.4782172967609488,0.3290501769989081,0.2795739829272088,0.23212924810667776,0.1798329323244807,0.1209013393833083,0.1257430187371613,0.41850323020111635,0.6357998020794252,0.771861022923954,1.0764507313819993,0.15411694585560137,0.12989048762491634,0.09098998541372803,0.11469569178943767,0.6991342987770303
653,382,309,915,1.518851572612944,1.1004784224354793,0.8043982695914962,0.7850990876247504,0.8129179358769281,0.43362768440014626,0.3108371637524071,0.284112120792502,0.23364532056576792,0.2032877873232019,0.17262292903833515,0.19899523674428918,0.417720114141229,0.6140635419783557,0.7927211098268119,1.0921412358505767,0.1406861269011718,0.13192819809206247,0.08967411594678285,0.10706078517226975,0.5468753458503087
1655,0,278,452,1.5171464030952297,0.9635303017918698,0.8867595410883161,0.8609968039739825,0.8134110754414716,0.47136207687184173,0.3323088175130818,0.28734202739541914,0.23664215897680904,0.20278902345361982,0.17905308814546453,0.2583330148231233,0.4188743456752747,0.5766807678164244,0.6948154641750572,1.001850103812507,0.16011124040511734,0.12989048762491634,0.08957667831670992,0.09868613016209356,0.558031144570621
1093,0,0,0,1.516704055508805,1.1259949019656121,0.9425888904053144,0.8804311603080671,0.8134110754414716,0.4560193571998372,0.3254853643688973,0.28555002969315674,0.23527218694419716,0.2098861024791403,0.19614324856511717,0.2898626045027569,0.4176501571014782,0.5776889750559016,0.7302346056210376,1.023921508191439,0.14614499925837499,0.12989048762491634,0.08791194912302318,0.09410003409211609,0.6576979952312608
1051,0,471,806,1.5195515670272424,1.1346359842466684,0.94411214341309,0.8804922679255174,0.8134110754414716,0.47827571168801786,0.3298274238356703,0.2809554949754788,0.23364344323739808,0.18772313041393468,0.14887327525756622,0.20517919335115373,0.4182611154018865,0.6217898835285756,0.7845080938855742,1.0819161736988285,0.14558512318440517,0.12989048762491634,0.09097228197370019,0.10461270055631111,0.5038036397062032
1520,616,112,0,1.5176035617019987,0.9154750644673395,0.7606927946252109,0.7806254388771854,0.8092466269048142,0.37953177409726574,0.27934952217317033,0.2694879929146316,0.23551022177593306,0.19613080726671864,0.17499918187098826,0.2776185536250884,0.4176501571014782,0.5414226554809339,0.6621619728855932,0.9643339312249655,0.15576985236984825,0.1337254303496446,0.08850030168423025,0.09410003409211609,0.6832143348333636
653,0,514,634,1.518851572612944,1.1700530339863866,0.922707524346043,0.8634236369500944,0.8134110754414716,0.4794238103072017,0.32881475358758067,0.2790923961115569,0.23756474454459284,0.17626013570745291,0.1377123490715465,0.21904295206560548,0.4178827062892243,0.6171763543047238,0.7962070850144279,1.091393040855227,0.1406861269011718,0.12989048762491634,0.09154732352434791,0.10136387326317067,0.45885761535715347
1468,0,253,862,1.518272183361309,1.034580996464339,0.9161667731312414,0.8731064134888668,0.8134110754414716,0.469557972231252,0.3309686231132464,0.28553668506531527,0.23394462063514282,0.20871140266251934,0.18303021373254594,0.21558352222066315,0.41887897123374856,0.6192792827910976,0.7580379142459509,1.05949987956246,0.15432116820215164,0.12989048762491634,0.08929833330773235,0.10586169723497074,0.576259030433868
1598,904,507,1043,1.5208419765402341,0.8037426717127026,0.6240197709899657,0.6857492546832509,0.8124867786781944,0.37265192251930407,0.2699919232963449,0.27285114291064544,0.23754780452240482,0.1825424902658086,0.13016272533187762,0.15664205731830597,0.4174873071630506,0.6283497173361579,0.7575774834039525,1.0645663561366077,0.15835852601933723,0.13775761068659367,0.09148102107348614,0.11044440778671001,0.7775073295542834
2191,457,0,1122,1.5190364994465948,0.6023206094786955,0.6610319366289933,0.7654009859714175,0.8121969377978276,0.3917937657860949,0.2876349385054712,0.27062226814635304,0.23527218694419716,0.2002577658061545,0.16175500443976262,0.16195951465641759,0.41679339498547857,0.620840202873774,0.6874274154646015,1.0296245894389353,0.18852930260343473,0.13247428132924494,0.08791194912302318,0.11281484314236977,0.8388089888354556
1321,384,376,330,1.5179228161661997,1.0267745077582227,0.8474628746838007,0.8269243129223381,0.8116278870126223,0.4387848961851425,0.3134753332419494,0.28678561899673016,0.23568279463522085,0.18135463917213293,0.1490220385100325,0.24850026526484859,0.41855393338691643,0.5878309436921515,0.7313121252867611,1.0294644786047362,0.15063566294839792,0.13186379869814058,0.0902597114615685,0.09718379583022797,0.47178962329550694
2191,0,309,802,1.5190364994465948,0.6960141006891845,0.7366148623969225,0.7998584428783599,0.8134110754414716,0.4721299265113352,0.3310962145893648,0.28478963947103964,0.23364532056576792,0.20475201135664603,0.1778676065531911,0.22196342958225238,0.41767632997902576,0.5745018862965326,0.6440248357353832,0.9825424270535853,0.18852930260343473,0.12989048762491634,0.08967411594678285,0.10450528895652512,0.6648324034870025
904,0,368,343,1.517715139477633,1.15238951454148,0.9386231846712773,0.8763429254395131,0.8134110754414716,0.47491063992202576,0.3316865764849264,0.28459026502940066,0.23453043397868858,0.18258053067245045,0.15130046400629008,0.24899076035425063,0.41811771023178695,0.6081025884166414,0.7749081722735713,1.0677259204686,0.1434050330043947,0.12989048762491634,0.09015009789355738,0.09731656239134537,0.459097760958925
653,871,442,682,1.518851572612944,0.9608834048457231,0.5868914586986564,0.6310083343389601,0.8122723977678591,0.3702908585365897,0.2698685895193748,0.2729134394690617,0.2355215272975573,0.18951925893463345,0.15612213593804242,0.22420813967700534,0.41727459586481863,0.6183400808852426,0.7951649714413639,1.0917928446294625,0.1406861269011718,0.13723326863524826,0.09079562768717922,0.10217212586358147,0.6649180072098029
2191,655,571,1362,1.5190364994465948,0.5458179559567164,0.590837744013656,0.7207163108207013,0.8115878207010652,0.42023410905289077,0.30237540009055824,0.2883866789132077,0.23717955042875485,0.16967516746082367,0.08173469381980174,0.04937974361800426,0.41476308426944525,0.6556980238686735,0.7126622371571687,1.0582628369463367,0.18852930260343473,0.13435997331670574,0.09205207453083002,0.12177640336686471,1.1830763446366157
1274,0,463,483,1.51704919945499,1.0886680852253852,0.9359002616863887,0.8796083358796318,0.8134110754414716,0.47867684546615485,0.33116780303509386,0.28317448555935576,0.23655677306370243,0.17755296147815186,0.1409574713538928,0.23279404690591268,0.4165873789793993,0.6004168105500068,0.7489686641694161,1.0466874915894104,0.14956813644978087,0.12989048762491634,0.0910219818017001,0.09902125632129531,0.46557021651314984
913,375,377,233,1.5185807246931582,1.0954252365835702,0.8371168624871971,0.8098465612128507,0.8102389065399127,0.4393986443539521,0.31426962932773633,0.2874782927182778,0.2369495072798603,0.17461359474946203,0.1397502599126302,0.24833994506246834,0.41866281046231235,0.6036435917247603,0.7699204630004841,1.0629452026298412,0.14354739444517625,0.1317124635345986,0.09031925872152051,0.09615584330800214,0.4389955730520366
1655,697,385,559,1.5171464030952297,0.8382190785603382,0.7094775505761922,0.7509357084161955,0.8110609053033239,0.39306987625940126,0.2856223787737997,0.27690054283133475,0.23362610005308845,0.19120182187606277,0.16121316387023887,0.2394051097954191,0.41602982109977205,0.5841282507918435,0.7064992857065855,1.0128029057804706,0.16011124040511734,0.13481024633976615,0.09024687121791376,0.10009732214998865,0.6205396663572026
842,243,480,631,1.520044475300992,1.1239520524945583,0.872370698054232,0.8318701486793102,0.8100540144552938,0.4586369980204567,0.32052429914317054,0.2842603027885542,0.23212924810667776,0.17986277785514068,0.14533912226636694,0.22407454233686946,0.41881706251888784,0.6187847696553248,0.7904589534247354,1.0857825213021206,0.14272714574848913,0.13083534423599927,0.09098998541372803,0.10134919783496518,0.4368670745723026
2191,0,0,0,1.5190364994465948,0.6960141006891845,0.7366148623969225,0.7998584428783599,0.8134110754414716,0.4560193571998372,0.3254853643688973,0.28555002969315674,0.23527218694419716,0.2098861024791403,0.19614324856511717,0.2898626045027569,0.4176501571014782,0.45766384146193934,0.5046126606787301,0.8432570049137652,0.18852930260343473,0.12989048762491634,0.08791194912302318,0.09410003409211609,0.8707442767962932
1169,652,443,180,1.5200045465460277,1.004876107595912,0.7544201023829571,0.7604728156100214,0.8133453665033689,0.4095473291859585,0.2972066585902106,0.2846142434481583,0.2368607241861226,0.15664902704767594,0.1096230746744087,0.2334852722676821,0.4148936356802223,0.5842300665173104,0.7366319985775905,1.0331873719948625,0.14761710644063053,0.1344245468298831,0.09085945369031077,0.09551632419644257,0.566310675862187
653,382,329,0,1.518851572612944,1.1004784224354793,0.8043982695914962,0.7850990876247504,0.8129179358769281,0.4357516333802355,0.31254131555307474,0.2860266644727027,0.23565393678917174,0.1602811461235831,0.11725940331977891,0.24619641845457144,0.4176501571014782,0.6017376749620839,0.776304301636061,1.0678351366177012,0.1406861269011718,0.13192819809206247,0.08990113749817194,0.09410003409211609,0.47601358591807674
